Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP109111,Female,Yes,2,Graduate,No,3910,6743,576,360,1.0,Rural,Y
LP109112,Male,No,2,Not Graduate,Yes,16956,25775,183,120,1.0,Semiurban,Y
LP109113,Male,Yes,2,Graduate,No,5591,1919,570,120,1.0,Urban,Y
LP109114,Male,Yes,2,Graduate,No,2856,18719,118,60,1.0,Semiurban,N
LP109115,Male,No,3+,Graduate,No,48846,10440,149,120,0.0,Urban,Y
LP109116,Male,Yes,1,Graduate,Yes,42180,2628,366,360,,Rural,Y
LP109117,Female,Yes,0,Not Graduate,Yes,25538,27078,97,120,,Rural,Y
LP109118,Male,Yes,0,Graduate,Yes,40554,14560,99,360,0.0,Urban,Y
LP109119,Male,Yes,1,Graduate,Yes,33510,18954,433,360,0.0,Rural,Y
LP109120,Female,Yes,2,Not Graduate,No,11502,18682,538,360,1.0,Urban,N
LP109121,Female,Yes,0,Not Graduate,No,44697,13096,588,360,0.0,Rural,Y
LP109122,Female,Yes,3+,Not Graduate,No,47611,15808,667,60,0.0,Rural,N
LP109123,Female,Yes,3+,Not Graduate,Yes,6105,29811,600,60,,Urban,Y
LP109124,Female,Yes,3+,Not Graduate,No,16320,8533,538,360,0.0,Urban,N
LP109125,Male,No,2,Not Graduate,No,33909,26037,540,360,0.0,Urban,Y
LP109126,Male,No,0,Graduate,No,47565,4880,113,180,0.0,Semiurban,N
LP109127,Male,Yes,0,Not Graduate,No,47382,13746,472,360,1.0,Urban,Y
LP109128,Female,Yes,3+,Graduate,Yes,23069,8720,606,360,1.0,Urban,Y
LP109129,Female,No,3+,Not Graduate,Yes,22528,23703,258,180,0.0,Urban,N
LP109130,Female,No,2,Not Graduate,Yes,36582,23481,689,180,0.0,Semiurban,Y
LP109131,Female,Yes,2,Graduate,Yes,26016,12153,328,120,0.0,Semiurban,N
LP109132,Female,Yes,1,Not Graduate,No,9022,8307,590,360,0.0,Urban,Y
LP109133,Female,Yes,1,Graduate,Yes,45374,17593,315,360,1.0,Semiurban,Y
LP109134,Female,Yes,2,Graduate,Yes,47991,13193,283,360,1.0,Urban,Y
LP109135,Male,Yes,2,Graduate,Yes,24221,4408,646,60,1.0,Semiurban,Y
LP109136,Male,No,0,Not Graduate,Yes,27640,13430,597,360,,Semiurban,N
LP109137,Male,Yes,1,Not Graduate,No,15367,14183,141,60,1.0,Rural,Y
LP109138,Male,No,2,Not Graduate,Yes,1059,24195,176,360,0.0,Urban,N
LP109139,Female,Yes,0,Not Graduate,No,7452,10846,256,120,,Semiurban,Y
LP109140,Female,Yes,0,Graduate,Yes,13661,29589,219,60,0.0,Rural,N
LP109141,Male,No,1,Not Graduate,Yes,4297,2616,460,360,1.0,Rural,Y
LP109142,Male,Yes,0,Graduate,No,18443,22009,511,120,0.0,Rural,Y
LP109143,Female,No,0,Not Graduate,Yes,16687,26924,236,60,1.0,Rural,Y
LP109144,Male,Yes,1,Graduate,Yes,21792,1037,151,180,0.0,Semiurban,N
LP109145,Male,Yes,1,Not Graduate,No,29721,22507,601,180,1.0,Semiurban,N
LP109146,Male,No,0,Not Graduate,No,27036,28675,472,60,,Rural,N
LP109147,Male,No,1,Graduate,No,26895,7211,314,60,1.0,Rural,N
LP109148,Male,No,0,Graduate,No,16961,16592,679,120,,Semiurban,Y
LP109149,Female,No,2,Graduate,No,6572,10267,180,360,0.0,Urban,Y
LP109150,Male,Yes,0,Not Graduate,Yes,13721,2049,227,360,1.0,Semiurban,N
LP109151,Male,No,3+,Not Graduate,Yes,46627,20652,296,60,,Rural,Y
LP109152,Female,No,3+,Graduate,No,42293,2068,678,360,0.0,Semiurban,N
LP109153,Male,No,2,Graduate,Yes,32454,6137,241,120,0.0,Rural,Y
LP109154,Male,No,0,Not Graduate,Yes,20598,20825,468,360,,Rural,Y
LP109155,Female,Yes,1,Not Graduate,Yes,21725,7934,420,180,0.0,Rural,Y
LP109156,Female,No,2,Not Graduate,Yes,4843,21241,106,60,0.0,Rural,N
LP109157,Female,No,3+,Not Graduate,Yes,17010,7825,645,360,1.0,Semiurban,Y
LP109158,Male,No,3+,Graduate,Yes,18443,6373,611,360,1.0,Urban,Y
LP109159,Male,Yes,2,Graduate,Yes,38995,25879,70,180,0.0,Rural,Y
LP109160,Male,No,1,Not Graduate,Yes,25940,11483,160,180,1.0,Semiurban,Y
LP109161,Male,Yes,2,Not Graduate,No,6302,25363,354,180,1.0,Urban,Y
LP109162,Female,No,3+,Graduate,No,28948,15042,448,60,0.0,Urban,N
LP109163,Male,No,1,Not Graduate,Yes,35104,7738,689,180,,Semiurban,N
LP109164,Male,Yes,1,Not Graduate,Yes,24836,18200,595,180,0.0,Semiurban,N
LP109165,Male,Yes,0,Not Graduate,Yes,39973,6957,635,180,,Urban,Y
LP109166,Female,Yes,3+,Not Graduate,Yes,27359,24570,402,360,1.0,Rural,Y
LP109167,Male,Yes,1,Graduate,Yes,26629,26662,270,120,0.0,Semiurban,Y
LP109168,Female,Yes,0,Not Graduate,No,5440,3089,433,180,0.0,Urban,Y
LP109169,Female,No,0,Not Graduate,Yes,1752,29988,533,360,1.0,Urban,N
LP109170,Male,No,3+,Not Graduate,No,27603,21603,554,360,1.0,Semiurban,Y
LP109171,Male,Yes,0,Graduate,Yes,3084,1850,378,120,1.0,Semiurban,Y
LP109172,Male,No,1,Not Graduate,No,49485,23252,673,120,0.0,Rural,Y
LP109173,Female,Yes,0,Not Graduate,Yes,9903,5793,460,120,0.0,Urban,Y
LP109174,Male,No,3+,Graduate,No,13079,16209,174,120,1.0,Urban,Y
LP109175,Male,Yes,3+,Not Graduate,No,5192,8397,683,360,1.0,Rural,Y
LP109176,Female,No,1,Graduate,No,28304,29856,51,180,0.0,Urban,Y
LP109177,Female,No,2,Graduate,Yes,39342,17838,88,360,1.0,Semiurban,Y
LP109178,Male,Yes,2,Graduate,Yes,41669,15158,603,180,,Semiurban,Y
LP109179,Male,No,3+,Graduate,Yes,30485,7060,264,360,,Urban,Y
LP109180,Female,No,2,Not Graduate,Yes,34732,27967,375,360,1.0,Rural,N
LP109181,Female,Yes,3+,Not Graduate,No,38094,20088,213,180,0.0,Rural,N
LP109182,Male,Yes,1,Graduate,No,26243,25471,578,60,0.0,Rural,Y
LP109183,Male,No,2,Graduate,Yes,13872,16860,571,120,0.0,Rural,Y
LP109184,Male,No,2,Graduate,No,10500,24062,190,60,,Semiurban,N
LP109185,Female,No,0,Graduate,Yes,22736,6293,592,60,1.0,Urban,N
LP109186,Female,No,1,Not Graduate,Yes,18562,8695,222,360,0.0,Rural,Y
LP109187,Male,Yes,2,Graduate,No,29910,21337,223,60,0.0,Semiurban,Y
LP109188,Male,Yes,2,Graduate,No,36014,15478,591,120,0.0,Rural,Y
LP109189,Female,No,0,Graduate,Yes,4938,4394,423,60,0.0,Semiurban,Y
LP109190,Male,Yes,1,Graduate,Yes,45916,27878,298,60,1.0,Semiurban,Y
LP109191,Male,No,3+,Graduate,Yes,39208,18161,681,120,0.0,Rural,Y
LP109192,Male,Yes,1,Not Graduate,Yes,46135,1939,165,360,0.0,Rural,N
LP109193,Female,No,2,Not Graduate,No,33987,8984,560,60,1.0,Rural,Y
LP109194,Female,Yes,1,Graduate,Yes,33894,19547,337,360,0.0,Urban,Y
LP109195,Female,Yes,3+,Not Graduate,Yes,37569,15472,185,360,0.0,Rural,N
LP109196,Female,No,1,Not Graduate,No,1517,4566,533,360,1.0,Rural,Y
LP109197,Female,Yes,2,Not Graduate,Yes,12918,14974,99,360,1.0,Urban,Y
LP109198,Male,Yes,1,Graduate,Yes,23357,1926,96,360,0.0,Semiurban,Y
LP109199,Male,Yes,0,Graduate,No,35023,685,431,60,1.0,Urban,N
LP109200,Male,Yes,1,Not Graduate,Yes,43054,5837,391,60,1.0,Rural,N
LP109201,Male,No,0,Not Graduate,Yes,43873,18274,276,180,1.0,Semiurban,Y
LP109202,Female,No,3+,Not Graduate,Yes,20990,9576,357,360,1.0,Urban,N
LP109203,Male,Yes,2,Not Graduate,Yes,49998,11043,316,120,1.0,Semiurban,Y
LP109204,Male,No,2,Not Graduate,Yes,33595,18247,624,180,,Urban,Y
LP109205,Female,Yes,3+,Not Graduate,Yes,4371,10083,79,60,1.0,Rural,N
LP109206,Female,No,2,Not Graduate,No,16134,10299,354,180,0.0,Urban,Y
LP109207,Female,No,3+,Graduate,No,12120,22475,583,60,1.0,Rural,N
LP109208,Male,No,2,Not Graduate,Yes,44540,23664,242,60,1.0,Semiurban,Y
LP109209,Male,No,3+,Not Graduate,No,33529,13441,485,360,,Rural,Y
LP109210,Female,No,0,Graduate,No,34979,27225,101,60,1.0,Urban,Y
LP109211,Male,No,0,Not Graduate,Yes,23458,8173,514,120,1.0,Urban,N
LP109212,Male,No,2,Not Graduate,Yes,27393,14606,246,60,0.0,Urban,Y
LP109213,Male,No,3+,Graduate,Yes,14445,21105,143,360,1.0,Rural,N
LP109214,Female,Yes,0,Not Graduate,No,23599,6865,696,60,0.0,Semiurban,N
LP109215,Male,Yes,2,Not Graduate,No,16351,5665,170,60,1.0,Urban,Y
LP109216,Female,Yes,0,Graduate,Yes,41485,8828,302,360,1.0,Semiurban,Y
LP109217,Male,No,0,Not Graduate,Yes,30685,12321,155,120,1.0,Semiurban,N
LP109218,Female,Yes,1,Graduate,Yes,46043,27208,622,360,1.0,Urban,Y
LP109219,Female,No,3+,Graduate,Yes,20733,13942,632,60,0.0,Rural,Y
LP109220,Male,No,2,Graduate,Yes,41349,8726,433,60,0.0,Rural,N
LP109221,Female,Yes,0,Graduate,No,7109,27596,566,180,0.0,Urban,Y
LP109222,Male,Yes,1,Not Graduate,Yes,8916,26400,352,180,0.0,Semiurban,Y
LP109223,Female,No,2,Graduate,Yes,34377,24559,101,180,0.0,Urban,N
LP109224,Male,No,0,Graduate,Yes,11846,9938,106,60,0.0,Urban,Y
LP109225,Female,Yes,1,Not Graduate,No,39555,14045,167,60,0.0,Semiurban,N
LP109226,Male,Yes,0,Not Graduate,No,29600,16644,216,60,0.0,Urban,Y
LP109227,Female,Yes,3+,Graduate,No,23228,13377,113,360,0.0,Rural,N
LP109228,Female,Yes,3+,Not Graduate,Yes,9172,7933,170,60,1.0,Rural,N
LP109229,Female,Yes,0,Not Graduate,No,15123,14891,80,360,1.0,Semiurban,Y
LP109230,Female,No,0,Graduate,No,29491,9783,58,120,,Semiurban,Y
LP109231,Female,No,1,Graduate,Yes,3554,27207,376,120,1.0,Semiurban,Y
LP109232,Male,No,2,Graduate,Yes,4403,24725,560,180,0.0,Urban,N
LP109233,Male,No,1,Not Graduate,No,9798,6477,176,60,1.0,Urban,N
LP109234,Female,No,3+,Not Graduate,Yes,39336,20430,395,60,0.0,Rural,Y
LP109235,Female,Yes,3+,Graduate,No,8452,1822,294,60,0.0,Rural,N
LP109236,Male,No,1,Not Graduate,Yes,28476,15760,226,120,1.0,Urban,N
LP109237,Female,Yes,3+,Graduate,Yes,37181,27098,454,60,1.0,Urban,N
LP109238,Male,No,2,Graduate,Yes,25038,15595,85,60,0.0,Urban,Y
LP109239,Male,No,1,Graduate,No,39630,28640,607,60,1.0,Urban,Y
LP109240,Male,Yes,1,Not Graduate,No,8591,10945,618,360,1.0,Urban,Y
LP109241,Female,No,0,Not Graduate,Yes,2519,22011,58,180,0.0,Urban,N
LP109242,Male,Yes,3+,Graduate,Yes,29976,7851,223,120,1.0,Rural,N
LP109243,Male,No,1,Graduate,Yes,29315,17342,294,60,1.0,Rural,N
LP109244,Male,No,1,Not Graduate,Yes,1221,28963,118,120,1.0,Rural,Y
LP109245,Female,No,0,Graduate,Yes,30005,17637,268,120,,Semiurban,Y
LP109246,Female,No,0,Not Graduate,No,16256,16648,94,120,,Semiurban,N
LP109247,Male,No,1,Not Graduate,Yes,47330,14519,98,60,0.0,Urban,Y
LP109248,Male,Yes,3+,Graduate,Yes,9115,11722,453,360,1.0,Rural,Y
LP109249,Male,No,3+,Graduate,No,41928,9552,416,60,0.0,Semiurban,N
LP109250,Female,No,1,Not Graduate,Yes,18586,1859,434,60,,Semiurban,N
LP109251,Male,Yes,3+,Graduate,Yes,38815,19358,293,180,1.0,Semiurban,Y
LP109252,Male,Yes,3+,Graduate,Yes,4771,14678,210,60,1.0,Urban,Y
LP109253,Female,No,1,Graduate,No,15891,27576,272,60,0.0,Semiurban,Y
LP109254,Female,Yes,2,Graduate,No,12494,29227,210,360,0.0,Urban,N
LP109255,Female,Yes,2,Not Graduate,No,39215,4900,223,360,1.0,Urban,N
LP109256,Female,Yes,0,Graduate,Yes,40868,4668,679,360,1.0,Rural,N
LP109257,Female,No,3+,Not Graduate,No,21566,24244,662,60,1.0,Semiurban,Y
LP109258,Male,Yes,0,Not Graduate,No,23049,27849,435,60,0.0,Rural,Y
LP109259,Female,Yes,3+,Graduate,No,13434,2674,351,360,1.0,Rural,N
LP109260,Female,No,2,Not Graduate,Yes,17655,7784,618,120,0.0,Semiurban,N
LP109261,Male,No,3+,Graduate,No,2734,28458,562,360,1.0,Semiurban,Y
LP109262,Female,Yes,3+,Not Graduate,Yes,22203,3306,667,60,1.0,Urban,N
LP109263,Female,Yes,3+,Graduate,Yes,32148,17480,634,60,1.0,Rural,Y
LP109264,Female,No,3+,Not Graduate,Yes,19769,21062,579,360,0.0,Rural,N
LP109265,Male,No,1,Not Graduate,No,48197,19193,168,360,0.0,Semiurban,Y
LP109266,Male,Yes,1,Graduate,No,17238,2647,86,60,0.0,Semiurban,Y
LP109267,Female,No,3+,Not Graduate,Yes,7605,17785,187,120,1.0,Rural,N
LP109268,Female,Yes,3+,Graduate,No,7645,20412,264,120,0.0,Semiurban,Y
LP109269,Male,No,2,Not Graduate,No,27735,21601,75,60,1.0,Rural,Y
LP109270,Male,No,1,Graduate,Yes,37231,28644,571,60,1.0,Rural,Y
LP109271,Male,Yes,2,Graduate,Yes,40155,5245,484,60,0.0,Semiurban,N
LP109272,Male,Yes,0,Not Graduate,Yes,36408,13651,379,180,0.0,Urban,N
LP109273,Male,No,1,Not Graduate,No,44127,9912,596,60,0.0,Semiurban,N
LP109274,Male,No,0,Not Graduate,Yes,5588,19406,627,180,0.0,Semiurban,Y
LP109275,Female,No,2,Not Graduate,No,31756,1739,657,120,0.0,Rural,N
LP109276,Female,No,2,Graduate,Yes,31587,3970,531,120,1.0,Urban,Y
LP109277,Male,No,1,Graduate,No,37643,24019,582,60,1.0,Semiurban,N
LP109278,Female,Yes,1,Not Graduate,Yes,23343,12939,551,180,1.0,Urban,N
LP109279,Female,No,3+,Graduate,Yes,2103,21896,192,180,0.0,Rural,N
LP109280,Female,No,2,Graduate,No,48390,7475,604,180,1.0,Semiurban,Y
LP109281,Female,Yes,1,Graduate,No,46611,14712,257,360,1.0,Urban,N
LP109282,Female,No,3+,Graduate,Yes,35433,2242,255,120,1.0,Urban,N
LP109283,Male,No,3+,Graduate,Yes,41957,9788,670,360,1.0,Semiurban,Y
LP109284,Male,No,1,Graduate,Yes,4487,16958,529,360,1.0,Urban,Y
LP109285,Female,No,1,Not Graduate,No,15690,18840,163,120,1.0,Urban,N
LP109286,Male,No,0,Not Graduate,Yes,33122,25631,457,60,1.0,Semiurban,N
LP109287,Male,No,2,Graduate,Yes,27573,3041,356,120,0.0,Semiurban,Y
LP109288,Male,No,1,Not Graduate,Yes,18474,21200,495,180,0.0,Urban,Y
LP109289,Male,Yes,2,Not Graduate,Yes,18889,18270,468,60,0.0,Semiurban,N
LP109290,Male,No,1,Graduate,No,29014,5200,420,120,1.0,Urban,Y
LP109291,Female,No,0,Not Graduate,No,39182,28481,261,60,1.0,Urban,N
LP109292,Male,Yes,3+,Graduate,No,7720,5968,671,360,0.0,Semiurban,N
LP109293,Female,No,3+,Graduate,No,38909,15375,123,360,0.0,Urban,N
LP109294,Male,Yes,1,Not Graduate,No,21813,25032,206,60,1.0,Urban,N
LP109295,Female,No,0,Not Graduate,No,37247,576,429,360,1.0,Rural,Y
LP109296,Female,No,1,Graduate,No,11043,29353,544,60,1.0,Urban,N
LP109297,Female,No,2,Not Graduate,Yes,4820,26666,276,120,0.0,Rural,Y
LP109298,Male,No,3+,Graduate,No,33391,17530,521,360,0.0,Rural,Y
LP109299,Male,No,2,Not Graduate,Yes,6007,14911,105,120,0.0,Semiurban,Y
LP109300,Female,No,0,Not Graduate,No,47793,14578,168,360,,Rural,Y
LP109301,Female,Yes,3+,Not Graduate,Yes,33750,868,349,120,1.0,Semiurban,N
LP109302,Female,Yes,0,Graduate,No,2892,8868,163,180,1.0,Rural,N
LP109303,Male,Yes,0,Not Graduate,No,21697,16484,417,360,0.0,Rural,Y
LP109304,Male,Yes,1,Graduate,No,8121,26386,118,60,1.0,Rural,Y
LP109305,Male,No,1,Not Graduate,Yes,9511,23368,267,60,1.0,Urban,Y
LP109306,Female,No,1,Graduate,Yes,37497,7245,565,60,0.0,Urban,Y
LP109307,Male,No,0,Not Graduate,No,29731,20336,327,120,0.0,Urban,N
LP109308,Male,Yes,2,Graduate,Yes,12199,25645,451,120,0.0,Urban,N
LP109309,Female,Yes,3+,Graduate,No,3565,4704,583,180,1.0,Rural,Y
LP109310,Male,No,3+,Graduate,No,25127,17473,668,60,0.0,Rural,Y
LP109311,Male,No,0,Not Graduate,No,22026,22594,544,60,1.0,Rural,Y
LP109312,Male,Yes,0,Not Graduate,No,47581,18960,81,60,1.0,Rural,Y
LP109313,Female,No,1,Not Graduate,Yes,4948,15943,317,120,,Urban,N
LP109314,Male,No,0,Graduate,Yes,19036,27696,53,120,1.0,Urban,N
LP109315,Male,No,3+,Not Graduate,Yes,38097,27533,530,360,,Rural,N
LP109316,Male,No,2,Graduate,Yes,39340,14004,184,60,1.0,Semiurban,N
LP109317,Male,No,2,Not Graduate,Yes,45634,5231,687,180,0.0,Urban,N
LP109318,Female,Yes,2,Graduate,No,30083,13778,222,360,0.0,Semiurban,N
LP109319,Female,Yes,3+,Not Graduate,Yes,18018,4037,686,120,0.0,Urban,N
LP109320,Male,No,0,Not Graduate,Yes,5453,6901,435,180,0.0,Urban,N
LP109321,Female,No,2,Not Graduate,No,23955,16417,562,60,0.0,Urban,N
LP109322,Female,Yes,0,Not Graduate,Yes,32329,2116,110,120,,Rural,N
LP109323,Female,Yes,3+,Graduate,Yes,41206,10670,518,180,1.0,Semiurban,N
LP109324,Male,No,0,Not Graduate,Yes,40826,4327,567,120,0.0,Semiurban,Y
LP109325,Male,Yes,3+,Not Graduate,Yes,19819,23968,267,120,1.0,Semiurban,Y
LP109326,Male,No,0,Not Graduate,Yes,3923,9338,119,360,0.0,Semiurban,Y
LP109327,Female,Yes,3+,Graduate,Yes,15800,18840,60,120,0.0,Rural,N
LP109328,Male,No,0,Graduate,Yes,25386,28415,491,120,1.0,Semiurban,Y
LP109329,Female,No,1,Graduate,No,23760,965,275,60,0.0,Urban,Y
LP109330,Male,No,1,Graduate,No,34361,27873,407,360,1.0,Rural,N
LP109331,Female,No,1,Not Graduate,Yes,19628,25155,625,120,0.0,Rural,N
LP109332,Male,Yes,3+,Not Graduate,No,32794,14837,431,120,1.0,Semiurban,Y
LP109333,Female,Yes,1,Not Graduate,No,10189,6991,400,60,0.0,Semiurban,Y
LP109334,Male,Yes,2,Graduate,No,11935,27291,660,180,0.0,Semiurban,N
LP109335,Female,Yes,2,Graduate,Yes,6407,8878,420,180,0.0,Semiurban,Y
LP109336,Male,Yes,3+,Graduate,No,47824,25971,423,360,1.0,Urban,Y
LP109337,Male,Yes,2,Not Graduate,Yes,24212,29516,496,360,1.0,Urban,N
LP109338,Male,No,2,Not Graduate,Yes,47823,23266,440,60,0.0,Semiurban,N
LP109339,Male,No,2,Not Graduate,No,15895,22616,442,120,1.0,Semiurban,N
LP109340,Female,No,2,Not Graduate,Yes,6134,14650,252,60,1.0,Rural,Y
LP109341,Female,Yes,1,Not Graduate,No,19700,22823,379,180,1.0,Semiurban,N
LP109342,Female,Yes,3+,Graduate,Yes,21050,582,259,60,1.0,Semiurban,Y
LP109343,Female,Yes,2,Not Graduate,Yes,49815,1366,666,60,0.0,Semiurban,N
LP109344,Male,Yes,2,Not Graduate,No,21482,6678,649,60,0.0,Urban,N
LP109345,Male,Yes,1,Not Graduate,Yes,26986,4176,377,360,,Urban,N
LP109346,Male,Yes,2,Not Graduate,Yes,12986,24591,692,180,0.0,Urban,Y
LP109347,Female,Yes,1,Graduate,No,21239,17115,151,180,0.0,Urban,N
LP109348,Male,Yes,2,Not Graduate,No,37202,10003,529,360,0.0,Rural,Y
LP109349,Female,No,3+,Not Graduate,No,1488,20478,615,360,0.0,Urban,N
LP109350,Male,Yes,3+,Graduate,Yes,23881,28196,235,60,1.0,Urban,N
LP109351,Female,No,0,Graduate,Yes,42948,10457,619,360,0.0,Semiurban,N
LP109352,Female,Yes,2,Not Graduate,Yes,23476,10770,438,120,1.0,Urban,Y
LP109353,Male,Yes,3+,Not Graduate,No,24619,23938,490,360,0.0,Semiurban,N
LP109354,Male,No,2,Not Graduate,Yes,6621,17257,676,60,0.0,Rural,Y
LP109355,Male,Yes,3+,Graduate,Yes,35983,19064,57,180,0.0,Rural,Y
LP109356,Female,No,1,Graduate,No,22042,3110,690,60,1.0,Urban,Y
LP109357,Female,No,3+,Graduate,Yes,12256,16517,193,120,1.0,Rural,Y
LP109358,Female,No,2,Not Graduate,No,43757,108,304,60,0.0,Semiurban,N
LP109359,Male,Yes,1,Not Graduate,No,14158,23098,505,60,1.0,Rural,N
LP109360,Male,No,3+,Not Graduate,No,46611,28303,559,120,,Rural,Y
LP109361,Female,Yes,2,Not Graduate,No,39903,13346,195,360,1.0,Urban,Y
LP109362,Male,No,3+,Not Graduate,No,8884,20322,206,180,1.0,Urban,Y
LP109363,Male,No,1,Graduate,Yes,48436,27298,171,120,0.0,Urban,N
LP109364,Male,No,1,Graduate,No,37162,25014,358,60,1.0,Rural,Y
LP109365,Male,No,3+,Not Graduate,Yes,30698,19277,540,60,,Rural,Y
LP109366,Male,Yes,1,Graduate,No,39294,1030,688,120,0.0,Semiurban,Y
LP109367,Male,Yes,2,Graduate,No,32209,17716,693,60,1.0,Urban,Y
LP109368,Male,Yes,1,Graduate,Yes,22432,1525,293,180,1.0,Urban,Y
LP109369,Female,No,2,Not Graduate,Yes,32401,29100,444,360,1.0,Rural,N
LP109370,Male,Yes,1,Not Graduate,Yes,5595,19372,425,180,0.0,Urban,Y
LP109371,Female,Yes,3+,Not Graduate,No,34601,26168,664,360,1.0,Semiurban,Y
LP109372,Female,Yes,2,Graduate,No,11492,315,543,360,0.0,Urban,Y
LP109373,Male,No,3+,Not Graduate,Yes,10483,4105,494,360,1.0,Urban,Y
LP109374,Male,Yes,1,Graduate,No,45319,20754,648,180,0.0,Rural,N
LP109375,Female,No,1,Graduate,No,44507,21163,536,60,1.0,Urban,Y
LP109376,Female,Yes,0,Graduate,No,43393,5345,588,60,0.0,Urban,N
LP109377,Male,No,1,Not Graduate,Yes,38005,24794,303,180,1.0,Urban,N
LP109378,Female,No,1,Graduate,Yes,15448,26899,316,120,1.0,Semiurban,Y
LP109379,Female,No,1,Not Graduate,No,23085,17857,449,180,0.0,Urban,Y
LP109380,Female,No,3+,Graduate,Yes,45286,6752,211,180,1.0,Rural,N
LP109381,Male,Yes,0,Graduate,No,18430,29016,194,360,0.0,Semiurban,N
LP109382,Female,Yes,2,Not Graduate,Yes,27385,9088,616,180,1.0,Rural,N
LP109383,Male,Yes,3+,Graduate,Yes,23624,11940,451,360,1.0,Rural,Y
LP109384,Female,Yes,1,Graduate,Yes,14154,16139,195,60,0.0,Semiurban,N
LP109385,Male,No,0,Not Graduate,Yes,26926,17907,98,180,0.0,Rural,Y
LP109386,Male,No,2,Not Graduate,No,6338,16831,370,60,1.0,Urban,Y
LP109387,Female,No,1,Graduate,Yes,24620,25433,451,60,0.0,Rural,Y
LP109388,Male,No,0,Graduate,No,35076,12933,584,120,0.0,Rural,Y
LP109389,Female,Yes,2,Graduate,No,31680,17796,340,60,1.0,Semiurban,N
LP109390,Male,No,0,Graduate,No,36778,14527,74,180,,Semiurban,N
LP109391,Male,No,2,Graduate,Yes,42937,8277,148,180,0.0,Rural,Y
LP109392,Female,Yes,0,Not Graduate,No,18047,29124,626,360,1.0,Rural,N
LP109393,Male,Yes,3+,Not Graduate,No,48557,24265,139,120,0.0,Urban,Y
LP109394,Male,No,3+,Not Graduate,No,8774,26209,230,60,1.0,Semiurban,N
LP109395,Male,Yes,0,Graduate,Yes,21171,25483,392,360,0.0,Semiurban,Y
LP109396,Female,Yes,3+,Not Graduate,Yes,16850,42,185,360,0.0,Rural,N
LP109397,Male,No,3+,Not Graduate,Yes,16418,13639,483,360,1.0,Urban,N
LP109398,Female,Yes,0,Graduate,Yes,30974,18967,540,180,0.0,Rural,Y
LP109399,Female,No,0,Not Graduate,Yes,19989,1997,574,120,1.0,Rural,Y
LP109400,Male,No,3+,Not Graduate,No,29729,28998,639,360,0.0,Semiurban,N
LP109401,Female,Yes,3+,Graduate,Yes,45424,19509,496,60,0.0,Rural,Y
LP109402,Female,No,3+,Graduate,No,14260,22890,182,120,0.0,Semiurban,Y
LP109403,Female,Yes,2,Graduate,Yes,32940,5331,84,60,1.0,Semiurban,Y
LP109404,Male,Yes,1,Graduate,No,2555,1930,502,120,1.0,Semiurban,Y
LP109405,Male,Yes,1,Graduate,No,48843,414,454,120,0.0,Semiurban,N
LP109406,Male,Yes,0,Graduate,No,19316,16463,468,60,0.0,Semiurban,Y
LP109407,Male,No,2,Graduate,Yes,35812,18170,415,360,1.0,Semiurban,Y
LP109408,Male,Yes,2,Not Graduate,Yes,45869,24859,128,360,1.0,Semiurban,N
LP109409,Male,No,2,Not Graduate,No,45591,5143,592,60,0.0,Semiurban,N
LP109410,Female,Yes,1,Graduate,Yes,34761,2056,606,360,0.0,Urban,Y
LP109411,Female,No,3+,Not Graduate,No,34609,6477,473,360,1.0,Urban,Y
LP109412,Female,No,0,Graduate,No,19508,15994,195,180,1.0,Semiurban,N
LP109413,Male,No,3+,Not Graduate,Yes,32948,16041,238,120,0.0,Urban,N
LP109414,Female,Yes,2,Graduate,No,26545,23502,468,120,0.0,Semiurban,Y
LP109415,Female,Yes,0,Not Graduate,Yes,49918,10292,490,180,0.0,Semiurban,N
LP109416,Male,Yes,2,Graduate,Yes,4543,1592,607,360,1.0,Urban,Y
LP109417,Female,Yes,3+,Not Graduate,Yes,19692,13994,486,180,1.0,Urban,N
LP109418,Male,Yes,3+,Graduate,No,4727,6976,215,180,0.0,Semiurban,Y
LP109419,Female,Yes,3+,Not Graduate,Yes,26748,9347,132,120,1.0,Rural,Y
LP109420,Male,No,0,Not Graduate,No,45369,29201,596,120,1.0,Rural,Y
LP109421,Male,No,0,Graduate,Yes,6777,27532,121,120,0.0,Urban,N
LP109422,Male,No,0,Graduate,Yes,28529,20980,517,180,1.0,Semiurban,Y
LP109423,Female,No,2,Graduate,Yes,42626,5644,89,360,1.0,Semiurban,Y
LP109424,Male,No,0,Graduate,Yes,24744,2437,236,60,0.0,Rural,Y
LP109425,Female,Yes,1,Graduate,No,40643,7260,500,180,0.0,Urban,Y
LP109426,Female,Yes,3+,Not Graduate,No,28763,21114,323,180,1.0,Rural,N
LP109427,Female,Yes,3+,Not Graduate,Yes,16264,6492,156,60,,Semiurban,N
LP109428,Male,No,3+,Not Graduate,No,7777,15993,102,360,0.0,Urban,Y
LP109429,Male,Yes,1,Graduate,No,19324,3502,681,120,1.0,Urban,Y
LP109430,Male,No,1,Not Graduate,No,20349,24740,119,120,1.0,Semiurban,Y
LP109431,Female,Yes,3+,Not Graduate,No,15281,26287,243,120,0.0,Rural,Y
